Año;Códgo SIES;Matrícula Primer Año;Matrícula primer año hombres;Matrícula primer año mujeres;Retención;Vacantes (1);Matrícula Total Cohorte Año Anterior
2018;I87S1C113J1V1;;17.0;28.0;;40.0;
2018;I87S1C114J1V1;;13.0;8.0;;20.0;
2018;I87S1C116J1V1;;27.0;25.0;;45.0;
2018;I87S1C112J1V1;;18.0;9.0;;25.0;
2018;I87S1C107J1V1;;4.0;19.0;;20.0;
2018;I87S1C118J1V1;;20.0;26.0;;40.0;
2018;I87S1C109J1V1;;12.0;15.0;;25.0;
2018;I87S1C244J1V1;;17.0;10.0;;20.0;
2018;I87S1C245J1V1;;9.0;18.0;;20.0;
2018;I87S1C506J1V1;;55.0;23.0;;70.0;
2018;I87S3C238J1V1;;13.0;15.0;;20.0;
2018;I87S3C109J1V1;;7.0;20.0;;20.0;
2018;I87S3C236J1V1;;4.0;26.0;;25.0;
2018;I93S1C209J1V1;83.0;62.0;21.0;0.795180723;70.0;66.0
2018;I93S1C31J1V2;80.0;28.0;52.0;0.775;60.0;62.0
2018;I86S5C649J1V1;37.0;11.0;26.0;0.837837838;30.0;31.0
2018;I93S1C16J1V2;48.0;9.0;39.0;0.895833333;40.0;43.0
2018;I93S1C5J1V2;58.0;0.0;58.0;0.896551724;40.0;52.0
2018;I93S1C168J1V1;48.0;26.0;22.0;0.8125;40.0;39.0
2018;I93S1C32J1V1;82.0;23.0;59.0;0.865853659;60.0;71.0
2018;I92S1C44J1V1;75.0;8.0;67.0;0.813333333;80.0;61.0
2018;I93S1C56J1V2;78.0;2.0;76.0;0.935897436;60.0;73.0
2018;I93S1C51J1V1;22.0;7.0;15.0;0.909090909;20.0;20.0
2018;I93S4C64J1V1;101.0;2.0;99.0;0.772277228;90.0;78.0
2018;I93S5C178J1V1;34.0;20.0;14.0;0.735294118;30.0;25.0
2018;I93S3C64J1V1;45.0;0.0;45.0;0.822222222;40.0;37.0
2018;I93S5C64J1V1;60.0;0.0;60.0;0.8;56.0;48.0
2018;I93S2C64J1V1;90.0;0.0;90.0;0.9;80.0;81.0
2018;I87S1C5J1V1;;23.0;29.0;;40.0;
2018;I87S1C14J1V1;;21.0;11.0;;30.0;
2018;I93S1C33J1V1;6.0;4.0;2.0;0.5;10.0;3.0
2018;I93S1C52J1V1;24.0;17.0;7.0;0.791666667;20.0;19.0
2018;I93S1C68J1V1;47.0;27.0;20.0;0.787234043;45.0;37.0
2018;I87S1C230J1V1;;28.0;26.0;;55.0;
2018;I87S1C237J1V1;;21.0;58.0;;75.0;
2018;I87S1C151J1V1;;2.0;66.0;;58.0;
2018;I87S1C189J1V1;;33.0;43.0;;75.0;
2018;I87S2C38J1V1;;15.0;44.0;;60.0;
2018;I87S1C104J1V1;;15.0;60.0;;65.0;
2018;I87S1C38J1V1;;21.0;91.0;;105.0;
2018;I87S1C105J1V1;;10.0;98.0;;100.0;
2018;I87S1C235J1V1;;31.0;45.0;;70.0;
2018;I87S3C38J1V1;;9.0;59.0;;60.0;
2018;I87S1C106J1V1;;31.0;53.0;;80.0;
2018;I87S1C145J1V1;;46.0;48.0;;85.0;
2018;I87S1C102J1V1;;53.0;64.0;;105.0;
2018;I93S1C6J1V1;80.0;20.0;60.0;0.7625;70.0;61.0
2018;I93S1C25J1V1;78.0;10.0;68.0;0.756410256;70.0;59.0
2018;I93S1C172J1V1;92.0;30.0;62.0;0.847826087;70.0;78.0
2018;I90S2C127J1V1;54.0;3.0;51.0;0.907407407;45.0;49.0
2018;I93S1C271J1V1;84.0;32.0;52.0;0.904761905;75.0;76.0
2018;I93S1C15J1V1;67.0;18.0;49.0;0.970149254;55.0;65.0
2018;I93S4C59J1V1;70.0;11.0;59.0;0.7;66.0;49.0
2018;I93S2C59J1V1;88.0;9.0;79.0;0.772727273;80.0;68.0
2018;I93S3C59J1V1;83.0;10.0;73.0;0.807228916;80.0;67.0
2018;I87S1C122J1V1;;124.0;40.0;;150.0;
2018;I87S3C247J1V1;;20.0;7.0;;35.0;
2018;I93S2C60J1V1;18.0;16.0;2.0;1.0;25.0;18.0
2018;I88S1C39J1V1;;3.0;;;;
2018;I87S2C241J1V1;;24.0;13.0;;35.0;
2018;I87S3C260J1V1;;12.0;8.0;;20.0;
2018;I87S1C229J1V1;;27.0;27.0;;45.0;
2018;I87S1C233J1V1;;13.0;7.0;;20.0;
2018;I87S1C241J1V1;;29.0;33.0;;55.0;
2018;I87S1C260J1V1;;21.0;22.0;;40.0;
2018;I87S1C414J1V1;;18.0;32.0;;40.0;
2018;I87S3C417J1V1;;6.0;2.0;;30.0;
2018;I87S1C231J1V1;;40.0;7.0;;45.0;
2018;I87S1C518J1V1;;51.0;23.0;;70.0;
2018;I87S1C53J1V1;;34.0;23.0;;50.0;
2018;I87S1C45J1V1;;52.0;21.0;;65.0;
2018;I87S1C51J1V1;;54.0;7.0;;50.0;
2018;I87S1C52J1V1;;54.0;22.0;;75.0;
2018;I87S1C47J1V1;;52.0;1.0;;45.0;
2018;I87S1C48J1V1;;47.0;6.0;;50.0;
2018;I87S1C49J1V1;;53.0;11.0;;55.0;
2018;I87S1C50J1V1;;84.0;43.0;;115.0;
2018;I87S1C188J1V1;;19.0;3.0;;20.0;
2018;I87S1C208J1V1;;28.0;10.0;;35.0;
2018;I87S1C12J1V1;;44.0;12.0;;50.0;
2018;I87S1C242J1V1;;42.0;29.0;;60.0;
2018;I93S1C8J1V1;61.0;54.0;7.0;0.672131148;50.0;41.0
2018;I93S1C201J1V1;63.0;57.0;6.0;0.666666667;55.0;42.0
2018;I91S1C409J1V1;8.0;5.0;3.0;0.75;30.0;6.0
2018;I93S1C171J1V1;81.0;55.0;26.0;0.716049383;80.0;58.0
2018;I92S1C236J1V1;33.0;32.0;1.0;0.787878788;65.0;26.0
2018;I88S4C14J1V2;134.0;79.0;55.0;0.873134328;120.0;117.0
2018;I88S6C13J1V2;125.0;111.0;14.0;0.808;100.0;101.0
2018;I88S1C14J1V2;127.0;76.0;51.0;0.866141732;120.0;110.0
2018;I88S1C13J1V2;113.0;103.0;10.0;0.814159292;100.0;92.0
2018;I93S1C9J1V1;105.0;64.0;41.0;0.819047619;100.0;86.0
2018;I93S1C21J1V1;95.0;68.0;27.0;0.852631579;90.0;81.0
2018;I88S2C59J1V1;;;2.0;;;
2018;I88S3C80J1V2;;5.0;2.0;;25.0;
2018;I93S3C81J1V1;;12.0;14.0;;25.0;
2018;I88S2C66J1V4;26.0;8.0;18.0;0.346153846;30.0;9.0
2018;I88S2C61J1V2;25.0;18.0;7.0;0.48;30.0;12.0
2018;I88S2C80J1V2;7.0;3.0;4.0;0.428571429;25.0;3.0
2018;I88S2C349J1V2;46.0;44.0;2.0;0.47826087;48.0;22.0
2018;I88S2C70J1V4;21.0;16.0;5.0;0.523809524;25.0;11.0
2018;I88S2C68J1V2;78.0;73.0;5.0;0.576923077;70.0;45.0
2018;I93S4C148J1V2;21.0;19.0;2.0;0.571428571;20.0;12.0
2018;I88S3C94J1V2;35.0;32.0;3.0;0.514285714;40.0;18.0
2018;I88S3C68J1V2;22.0;21.0;1.0;0.590909091;30.0;13.0
2018;I88S3C73J1V2;36.0;36.0;;0.555555556;40.0;20.0
2018;I88S3C258J1V2;49.0;46.0;3.0;0.571428571;45.0;28.0
2018;I88S2C59J1V3;30.0;10.0;20.0;0.666666667;30.0;20.0
2018;I88S2C73J1V2;43.0;42.0;1.0;0.604651163;35.0;26.0
2018;I93S4C65J1V2;22.0;15.0;7.0;0.681818182;20.0;15.0
2018;I93S5C217J1V1;22.0;14.0;8.0;0.636363636;25.0;14.0
2018;I88S3C65J1V2;46.0;39.0;7.0;0.652173913;110.0;30.0
2018;I88S3C67J1V2;33.0;33.0;;0.696969697;45.0;23.0
2018;I88S2C402J1V1;47.0;38.0;9.0;0.723404255;35.0;34.0
2018;I88S2C65J1V2;120.0;102.0;18.0;0.725;50.0;87.0
2018;I88S2C94J1V2;89.0;80.0;9.0;0.707865169;70.0;63.0
2018;I88S2C67J1V2;77.0;73.0;4.0;0.766233766;70.0;59.0
2018;I88S2C71J1V2;81.0;80.0;1.0;0.716049383;75.0;58.0
2018;I93S4C217J1V1;21.0;10.0;11.0;0.761904762;25.0;16.0
2018;I93S5C148J1V2;40.0;34.0;6.0;0.725;40.0;29.0
2018;I93S2C71J1V2;27.0;27.0;0.0;0.777777778;25.0;21.0
2018;I88S3C71J1V2;49.0;48.0;1.0;0.714285714;40.0;35.0
2018;I93S5C76J1V2;44.0;21.0;23.0;0.863636364;40.0;38.0
2018;I88S3C349J1V1;10.0;7.0;3.0;0.8;30.0;8.0
2019;I74S1C30J1V1;10.0;7.0;3.0;0.2;10.0;2.0
2019;I71S1C43J1V1;68.0;17.0;51.0;0.647058824;50.0;44.0
2019;I71S1C45J1V1;24.0;12.0;12.0;0.625;20.0;15.0
2019;I71S1C146J1V1;46.0;8.0;38.0;0.717391304;40.0;33.0
2019;I71S1C40J1V1;61.0;24.0;37.0;0.819672131;40.0;50.0
2019;I71S1C11J1V1;104.0;19.0;85.0;0.519230769;60.0;54.0
2019;I71S1C68J1V1;81.0;6.0;75.0;0.666666667;50.0;54.0
2019;I71S1C555J1V1;49.0;2.0;47.0;0.836734694;30.0;41.0
2019;I71S1C36J1V1;46.0;11.0;35.0;0.673913043;40.0;31.0
2019;I3S1C152J1V1;;15.0;9.0;;20.0;
2019;I3S1C151J1V1;27.0;8.0;19.0;0.037037037;20.0;1.0
2019;I94S1C134J1V1;10.0;5.0;5.0;0.8;20.0;8.0
2019;I74S1C4J1V1;62.0;23.0;39.0;0.870967742;60.0;54.0
2019;I74S1C160J1V1;50.0;21.0;29.0;0.7;50.0;35.0
2019;I81S1C4J1V1;10.0;3.0;7.0;0.7;15.0;7.0
2019;I83S1C251J1V1;31.0;9.0;22.0;0.612903226;40.0;19.0
2019;I72S1C543J1V1;53.0;30.0;23.0;0.698113208;50.0;37.0
2019;I73S2C193J1V1;53.0;24.0;29.0;0.754716981;50.0;40.0
2019;I80S1C7J1V2;64.0;36.0;28.0;0.75;50.0;48.0
2019;I72S1C111J1V1;54.0;14.0;40.0;0.777777778;40.0;42.0
2019;I75S1C29J1V2;92.0;49.0;43.0;0.782608696;80.0;72.0
2019;I70S1C814J1V1;91.0;48.0;43.0;0.89010989;60.0;81.0
2019;I70S1C816J1V1;167.0;78.0;89.0;0.862275449;125.0;144.0
2019;I80S1C3J1V2;28.0;13.0;15.0;0.857142857;25.0;24.0
2019;I81S3C410J1V1;33.0;24.0;9.0;0.848484848;35.0;28.0
2019;I72S1C11J1V1;77.0;26.0;51.0;0.87012987;60.0;67.0
2019;I72S1C505J1V1;113.0;50.0;63.0;0.876106195;80.0;99.0
2019;I72S1C35J1V1;176.0;98.0;78.0;0.852272727;150.0;150.0
2019;I72S5C505J1V1;28.0;9.0;19.0;0.928571429;30.0;26.0
2019;I72S5C83J1V1;80.0;36.0;44.0;0.9125;60.0;73.0
2019;I70S1C58J1V1;478.0;302.0;176.0;0.943514644;320.0;451.0
2019;I70S1C1J1V1;154.0;63.0;91.0;0.928571429;125.0;143.0
2019;I75S2C29J1V2;64.0;34.0;30.0;0.921875;50.0;59.0
2019;I72S1C82J1V1;10.0;5.0;5.0;0.5;30.0;5.0
2019;I72S1C3J1V1;57.0;29.0;28.0;0.631578947;50.0;36.0
2019;I73S2C197J1V1;19.0;7.0;12.0;0.736842105;15.0;14.0
2019;I80S1C2J1V1;38.0;19.0;19.0;0.789473684;35.0;30.0
2019;I75S1C53J1V1;9.0;8.0;1.0;0.777777778;30.0;7.0
2019;I70S1C47J1V1;132.0;74.0;58.0;0.818181818;150.0;108.0
2019;I70S1C45J1V1;79.0;40.0;39.0;0.860759494;60.0;68.0
2019;I73S2C247J1V1;27.0;22.0;5.0;0.777777778;20.0;21.0
2019;I83S1C7J1V1;14.0;9.0;5.0;0.642857143;17.0;9.0
2019;I73S2C198J1V1;26.0;14.0;12.0;0.692307692;25.0;18.0
2019;I74S1C3J1V1;79.0;38.0;41.0;0.683544304;75.0;54.0
2019;I75S1C6J1V2;53.0;23.0;30.0;0.603773585;50.0;32.0
2019;I73S2C246J1V1;25.0;14.0;11.0;0.76;15.0;19.0
2019;I70S1C23J1V1;152.0;36.0;116.0;0.888157895;146.0;135.0
2019;I70S1C68J1V2;26.0;9.0;17.0;0.807692308;23.0;21.0
2019;I82S1C167J1V1;42.0;29.0;13.0;0.80952381;40.0;34.0
2019;I70S1C3J1V1;302.0;129.0;173.0;0.811258278;280.0;245.0
2019;I72S1C1J1V1;126.0;56.0;70.0;0.801587302;120.0;101.0
2019;I75S2C5J1V3;51.0;20.0;31.0;0.843137255;;43.0
2019;I70S1C455J1V1;72.0;41.0;31.0;0.930555556;52.0;67.0
2019;I75S2C175J1V1;42.0;18.0;24.0;0.547619048;35.0;23.0
2019;I74S1C29J1V1;19.0;12.0;7.0;0.421052632;15.0;8.0
2019;I70S1C76J1V1;31.0;17.0;14.0;0.870967742;27.0;27.0
2019;;;55.0;41.0;;80.0;
2019;I73S2C47J1V1;8.0;3.0;5.0;0.5;15.0;4.0
2019;I75S1C28J1V1;22.0;12.0;10.0;0.636363636;30.0;14.0
2019;I70S1C176J1V1;34.0;11.0;23.0;0.823529412;30.0;28.0
2019;I70S1C5J1V1;42.0;22.0;20.0;0.833333333;35.0;35.0
2019;I72S1C37J1V1;30.0;19.0;11.0;0.8;30.0;24.0
2019;;;20.0;65.0;;50.0;
2019;I81S1C20J1V1;17.0;5.0;12.0;0.588235294;12.0;10.0
2019;I72S1C112J1V1;80.0;35.0;45.0;0.6125;75.0;49.0
2019;I83S1C59J1V1;70.0;37.0;33.0;0.7;65.0;49.0
2019;I70S1C864J1V1;64.0;13.0;51.0;0.765625;47.0;49.0
2019;I80S1C63J1V1;28.0;15.0;13.0;0.75;30.0;21.0
2019;I70S1C2J1V1;104.0;39.0;65.0;0.865384615;70.0;90.0
2019;I80S1C47J1V3;70.0;19.0;51.0;0.814285714;45.0;57.0
2019;I80S1C27J1V2;73.0;27.0;46.0;0.876712329;55.0;64.0
2019;I74S1C54J1V1;56.0;22.0;34.0;0.821428571;50.0;46.0
2019;I81S3C61J1V1;33.0;7.0;26.0;0.818181818;30.0;27.0
2019;I81S1C65J1V2;32.0;12.0;20.0;0.84375;30.0;27.0
2019;I83S1C4J1V1;27.0;5.0;22.0;0.814814815;30.0;22.0
2019;I83S1C303J1V1;100.0;27.0;73.0;0.82;80.0;82.0
2019;I77S1C69J1V1;39.0;11.0;28.0;0.948717949;30.0;37.0
2019;I80S2C27J1V3;41.0;9.0;32.0;0.902439024;35.0;37.0
2019;I72S1C6J1V1;86.0;14.0;72.0;0.930232558;78.0;80.0
2019;;;53.0;61.0;;70.0;
2019;I74S1C158J1V1;53.0;31.0;22.0;0.698113208;50.0;37.0
2019;I73S2C5J1V1;75.0;26.0;49.0;0.76;65.0;57.0
2019;I81S1C5J1V1;69.0;31.0;38.0;0.797101449;60.0;55.0
2019;I80S1C4J1V1;120.0;53.0;67.0;0.875;100.0;105.0
2019;I70S1C21J1V1;590.0;270.0;320.0;0.916949153;518.0;541.0
2019;;;24.0;35.0;;30.0;
2019;;;17.0;38.0;;30.0;
2019;I77S1C25J1V1;10.0;7.0;3.0;0.6;15.0;6.0
2019;I77S1C63J1V1;5.0;4.0;1.0;0.6;15.0;3.0
2019;I83S2C11J1V1;12.0;0.0;12.0;0.5;24.0;6.0
2019;I82S1C16J1V1;101.0;68.0;33.0;0.683168317;90.0;69.0
2019;I82S1C41J1V1;42.0;25.0;17.0;0.642857143;60.0;27.0
2019;I71S1C444J1V1;37.0;29.0;8.0;0.675675676;20.0;25.0
2019;I82S1C13J1V1;79.0;18.0;61.0;0.632911392;100.0;50.0
2019;I73S2C42J1V1;36.0;15.0;21.0;0.694444444;25.0;25.0
2019;I72S1C54J1V1;68.0;38.0;30.0;0.617647059;70.0;42.0
2019;I83S1C46J1V1;30.0;0.0;30.0;0.666666667;40.0;20.0
2019;I75S2C25J1V2;63.0;38.0;25.0;0.666666667;45.0;42.0
2019;I82S1C6J1V1;33.0;21.0;12.0;0.727272727;30.0;24.0
2019;I82S1C18J1V1;15.0;6.0;9.0;0.733333333;20.0;11.0
2019;I82S1C50J1V1;73.0;17.0;56.0;0.794520548;60.0;58.0
2019;I82S1C5J1V1;62.0;21.0;41.0;0.741935484;65.0;46.0
2019;I81S1C17J1V2;38.0;16.0;22.0;0.763157895;25.0;29.0
2019;I83S1C40J1V1;65.0;18.0;47.0;0.784615385;65.0;51.0
2019;I83S1C55J1V1;56.0;36.0;20.0;0.785714286;65.0;44.0
2019;I83S1C38J1V1;27.0;4.0;23.0;0.777777778;32.0;21.0
2019;I83S1C48J1V1;45.0;33.0;12.0;0.733333333;45.0;33.0
2019;I82S1C21J1V1;69.0;38.0;31.0;0.826086957;65.0;57.0
2019;I82S1C19J1V1;92.0;39.0;53.0;0.826086957;90.0;76.0
2019;I70S1C442J1V1;71.0;49.0;22.0;0.845070423;63.0;60.0
2019;I82S1C22J1V1;67.0;23.0;44.0;0.865671642;60.0;58.0
2019;I73S2C215J1V1;49.0;0.0;49.0;0.836734694;20.0;41.0
2019;I81S1C110J1V1;16.0;11.0;5.0;0.8125;12.0;13.0
2019;I83S2C45J1V1;29.0;3.0;26.0;0.827586207;40.0;24.0
2019;I83S1C39J1V1;22.0;9.0;13.0;0.818181818;30.0;18.0
2019;I83S1C53J1V1;12.0;8.0;4.0;0.833333333;20.0;10.0
2019;I83S1C58J1V1;6.0;4.0;2.0;0.833333333;20.0;5.0
2019;I83S1C42J1V1;35.0;6.0;29.0;0.885714286;65.0;31.0
2019;I75S2C56J1V1;64.0;45.0;19.0;0.875;50.0;56.0
2019;I82S1C17J1V1;38.0;22.0;16.0;0.973684211;50.0;37.0
2019;I73S2C214J1V1;23.0;6.0;17.0;0.913043478;20.0;21.0
2019;I81S1C107J1V3;40.0;25.0;15.0;0.95;20.0;38.0
2019;I83S2C56J1V1;19.0;8.0;11.0;0.947368421;25.0;18.0
2019;I83S1C47J1V1;44.0;44.0;0.0;0.909090909;40.0;40.0
2019;I75S2C24J1V1;71.0;20.0;51.0;0.915492958;45.0;65.0
2019;I77S1C191J1V1;5.0;3.0;2.0;1.0;15.0;5.0
2019;I70S1C82J1V1;101.0;55.0;46.0;0.782178218;90.0;79.0
2019;I70S1C83J1V1;109.0;45.0;64.0;0.798165138;100.0;87.0
2019;I70S1C84J1V1;83.0;25.0;58.0;0.855421687;78.0;71.0
2019;I83S1C68J1V1;68.0;34.0;34.0;0.602941176;60.0;41.0
2019;I80S1C22J1V1;37.0;15.0;22.0;0.783783784;25.0;29.0
2019;I70S1C43J1V1;65.0;38.0;27.0;0.861538462;60.0;56.0
2019;;;33.0;51.0;;50.0;
2019;I83S1C66J1V1;75.0;8.0;67.0;0.586666667;60.0;44.0
2019;I80S2C9J1V1;6.0;2.0;4.0;0.666666667;20.0;4.0
2019;I70S1C180J1V1;104.0;44.0;60.0;0.769230769;86.0;80.0
2019;I73S2C24J1V1;51.0;25.0;26.0;0.745098039;40.0;38.0
2019;I73S2C151J1V1;58.0;10.0;48.0;0.75862069;40.0;44.0
2019;I73S2C30J1V1;56.0;15.0;41.0;0.732142857;40.0;41.0
2019;I81S1C69J1V1;41.0;15.0;26.0;0.731707317;40.0;30.0
2019;I72S1C78J1V1;73.0;10.0;63.0;0.753424658;60.0;55.0
2019;I83S1C95J1V1;63.0;14.0;49.0;0.746031746;60.0;47.0
2019;I75S2C22J1V2;55.0;11.0;44.0;0.781818182;;43.0
2019;I70S1C160J1V1;100.0;6.0;94.0;0.89;85.0;89.0
2019;I70S1C159J1V1;59.0;5.0;54.0;0.830508475;46.0;49.0
2019;I70S1C42J1V1;53.0;5.0;48.0;0.849056604;45.0;45.0
2019;I70S1C181J1V1;78.0;14.0;64.0;0.897435897;55.0;70.0
2019;I70S1C41J1V1;119.0;29.0;90.0;0.890756303;97.0;106.0
2019;I70S1C161J1V1;120.0;40.0;80.0;0.833333333;94.0;100.0
2019;I73S2C213J1V1;36.0;3.0;33.0;0.805555556;30.0;29.0
2019;I73S2C9J1V1;58.0;10.0;48.0;0.896551724;40.0;52.0
2019;I73S2C35J1V1;54.0;16.0;38.0;0.87037037;40.0;47.0
2019;I80S1C66J1V1;41.0;6.0;35.0;0.804878049;55.0;33.0
2019;I74S1C161J1V1;45.0;19.0;26.0;0.822222222;45.0;37.0
2019;I74S1C164J1V1;63.0;29.0;34.0;0.841269841;60.0;53.0
2019;I81S3C69J1V1;28.0;9.0;19.0;0.892857143;30.0;25.0
2019;I77S1C165J1V1;38.0;8.0;30.0;0.815789474;35.0;31.0
2019;I77S1C164J1V1;51.0;29.0;22.0;0.803921569;45.0;41.0
2019;I81S1C7J1V1;45.0;10.0;35.0;0.8;40.0;36.0
2019;I81S1C19J1V1;44.0;14.0;30.0;0.818181818;35.0;36.0
2019;I72S1C114J1V1;84.0;30.0;54.0;0.80952381;80.0;68.0
2019;I72S1C16J1V1;83.0;11.0;72.0;0.855421687;75.0;71.0
2019;I83S1C285J1V1;68.0;7.0;61.0;0.823529412;60.0;56.0
2019;I70S1C66J1V1;62.0;26.0;36.0;0.919354839;42.0;57.0
2019;I80S1C14J1V1;60.0;0.0;60.0;0.95;50.0;57.0
2019;I77S1C6J1V1;63.0;18.0;45.0;0.920634921;55.0;58.0
2019;I72S2C32J1V1;37.0;9.0;28.0;0.918918919;40.0;34.0
2019;I72S1C110J1V1;60.0;22.0;38.0;0.95;55.0;57.0
2019;I72S1C76J1V1;73.0;25.0;48.0;0.917808219;60.0;67.0
2019;I77S1C77J1V1;39.0;34.0;5.0;0.794871795;40.0;31.0
2019;I70S1C64J1V1;848.0;594.0;254.0;0.925707547;700.0;785.0
2019;I77S1C27J1V1;36.0;30.0;6.0;0.916666667;40.0;33.0
2019;I71S1C104J1V1;53.0;45.0;8.0;0.377358491;40.0;20.0
2019;I71S1C28J1V1;36.0;20.0;16.0;0.416666667;45.0;15.0
2019;I71S1C29J1V1;101.0;71.0;30.0;0.445544554;60.0;45.0
2019;I71S1C105J1V1;56.0;40.0;16.0;0.553571429;35.0;31.0
2019;I71S1C110J1V1;65.0;58.0;7.0;0.630769231;40.0;41.0
2019;I81S7C127J2V1;29.0;24.0;5.0;0.724137931;30.0;21.0
2019;I75S1C18J1V2;72.0;71.0;1.0;0.791666667;;57.0
2019;I75S1C19J1V2;70.0;67.0;3.0;0.714285714;;50.0
2019;I75S1C15J1V1;36.0;34.0;2.0;0.888888889;60.0;32.0
2019;;;33.0;13.0;;45.0;
2019;;;44.0;30.0;;50.0;
2019;;;56.0;35.0;;60.0;
2019;I71S1C24J1V1;85.0;71.0;14.0;0.541176471;45.0;46.0
2019;I71S1C39J1V1;55.0;46.0;9.0;0.563636364;45.0;31.0
2019;I71S1C21J1V1;79.0;62.0;17.0;0.594936709;55.0;47.0
2019;I74S1C26J1V1;45.0;45.0;0.0;0.533333333;45.0;24.0
2019;I74S1C19J1V1;59.0;40.0;19.0;0.576271186;45.0;34.0
2019;I71S1C18J1V1;119.0;85.0;34.0;0.621848739;80.0;74.0
2019;I74S1C6J1V1;72.0;54.0;18.0;0.638888889;60.0;46.0
2019;I74S1C18J1V1;40.0;18.0;22.0;0.65;35.0;26.0
2019;I74S1C21J1V1;64.0;52.0;12.0;0.671875;55.0;43.0
2019;I72S1C33J1V1;55.0;22.0;33.0;0.618181818;55.0;34.0
2019;I72S1C148J1V1;83.0;59.0;24.0;0.686746988;90.0;57.0
2019;I75S2C158J1V1;46.0;24.0;22.0;0.673913043;40.0;31.0
2019;I70S1C62J1V1;47.0;24.0;23.0;0.765957447;35.0;36.0
2019;I71S1C20J1V1;116.0;103.0;13.0;0.724137931;100.0;84.0
2019;I71S1C16J1V1;127.0;105.0;22.0;0.755905512;85.0;96.0
2019;I74S1C17J1V1;55.0;31.0;24.0;0.763636364;50.0;42.0
2019;I74S1C20J1V1;56.0;36.0;20.0;0.75;55.0;42.0
2019;I81S1C426J1V1;21.0;19.0;2.0;0.761904762;15.0;16.0
2019;I74S1C25J1V1;22.0;6.0;16.0;0.863636364;30.0;19.0
2019;I81S1C12J1V2;57.0;32.0;25.0;0.859649123;45.0;49.0
2019;I83S2C21J1V1;10.0;9.0;1.0;0.8;21.0;8.0
2019;I72S1C34J1V1;62.0;26.0;36.0;0.85483871;60.0;53.0
2019;I75S1C11J1V2;100.0;91.0;9.0;0.89;80.0;89.0
2019;I75S1C177J1V1;63.0;61.0;2.0;0.873015873;50.0;55.0
2019;I75S1C178J1V1;58.0;28.0;30.0;0.827586207;50.0;48.0
2019;I75S1C49J1V2;80.0;77.0;3.0;0.8;60.0;64.0
2019;I3S1C13J1V1;118.0;49.0;69.0;0.898305085;115.0;106.0
2019;I3S1C155J1V1;121.0;65.0;56.0;0.826446281;110.0;100.0
2019;I88S4C20J1V1;200.0;113.0;87.0;0.855;190.0;171.0
2019;I3S1C2J1V1;319.0;216.0;103.0;0.811912226;302.0;259.0
2019;I91S1C33J1V1;115.0;63.0;52.0;0.817391304;105.0;94.0
2019;I91S2C123J1V1;92.0;46.0;46.0;0.815217391;70.0;75.0
2019;I94S1C135J1V1;36.0;16.0;20.0;0.833333333;30.0;30.0
2019;I88S1C20J1V1;170.0;88.0;82.0;0.8;160.0;136.0
2019;I90S1C1J1V1;55.0;26.0;29.0;0.854545455;45.0;47.0
2019;I91S1C5J1V1;47.0;19.0;28.0;0.936170213;25.0;44.0
2019;I91S2C33J1V1;121.0;54.0;67.0;0.94214876;95.0;114.0
2019;I90S2C477J1V1;53.0;37.0;16.0;0.924528302;45.0;49.0
2019;I90S2C35J1V1;70.0;35.0;35.0;0.942857143;60.0;66.0
2019;I94S1C217J1V1;41.0;17.0;24.0;0.634146341;10.0;26.0
2019;I90S4C545J1V1;33.0;18.0;15.0;0.787878788;30.0;26.0
2019;I86S1C281J1V1;32.0;13.0;19.0;0.78125;30.0;25.0
2019;I94S1C1J1V1;66.0;41.0;25.0;0.742424242;60.0;49.0
2019;I89S1C1J1V1;119.0;74.0;45.0;0.773109244;110.0;92.0
2019;I94S1C13J1V1;104.0;30.0;74.0;0.836538462;75.0;87.0
2019;I89S1C76J1V1;26.0;11.0;15.0;0.807692308;15.0;21.0
2019;I90S1C3J1V1;104.0;48.0;56.0;0.865384615;90.0;90.0
2019;I92S2C2J1V1;72.0;37.0;35.0;0.805555556;80.0;58.0
2019;I86S5C3J1V1;261.0;138.0;123.0;0.908045977;230.0;237.0
2019;I90S1C91J1V1;110.0;43.0;67.0;0.954545455;100.0;105.0
2019;I90S4C574J1V1;15.0;9.0;6.0;0.6;30.0;9.0
2019;I94S1C26J1V2;40.0;20.0;20.0;0.8;10.0;32.0
2019;I86S5C299J1V1;62.0;20.0;42.0;0.64516129;50.0;40.0
2019;I3S1C126J1V2;58.0;22.0;36.0;0.724137931;58.0;42.0
2019;I94S1C45J1V1;54.0;18.0;36.0;0.777777778;25.0;42.0
2019;I90S1C131J1V1;43.0;9.0;34.0;0.76744186;30.0;33.0
2019;I88S2C346J1V1;37.0;25.0;12.0;0.621621622;50.0;23.0
2019;I86S3C75J1V1;18.0;12.0;6.0;0.777777778;25.0;14.0
2019;I86S3C1J1V1;44.0;19.0;25.0;0.75;40.0;33.0
2019;I3S1C67J1V1;163.0;45.0;118.0;0.748466258;164.0;122.0
2019;I3S1C41J1V1;138.0;74.0;64.0;0.760869565;134.0;105.0
2019;I94S1C93J1V1;25.0;12.0;13.0;0.72;20.0;18.0
2019;I90S1C5J1V1;94.0;52.0;42.0;0.904255319;75.0;85.0
2019;I89S1C4J1V1;57.0;32.0;25.0;0.614035088;45.0;35.0
