Matr’cula Primer A–o;Matr’cula Total Cohorte A–o Anterior;N¡ ProgramasConsiderados;A–o;C—dgo SIES;Matr’cula primer a–o hombres;Matr’cula primer a–o mujeres;Matr’cula total hombres;Matr’cula total mujeres;Retenci—n
15;12;1;2019;I38S1C17J1V1;6;9;27;44;0,8
13;13;1;2020;I38S1C17J1V1;7;6;24;34;1
;;0;2016;I38S1C18J1V1;1;2;4;9;
4;3;1;2018;I38S1C18J1V1;3;1;8;7;0,75
6;5;1;2019;I38S1C18J1V1;3;3;7;9;0,833333333
6;5;1;2020;I38S1C18J1V1;1;5;7;14;0,833333333
;;0;2016;I38S1C19J1V1;28;8;125;44;
;;0;2017;I38S1C19J1V1;20;5;110;47;
27;21;1;2018;I38S1C19J1V1;18;9;96;53;0,777777778
39;30;1;2019;I38S1C19J1V1;31;8;98;47;0,769230769
36;29;1;2020;I38S1C19J1V1;23;13;98;47;0,805555556
;;0;2016;I38S1C1J1V1;16;2;52;13;
;;0;2017;I38S1C1J1V1;13;4;54;16;
13;10;1;2018;I38S1C1J1V1;11;2;50;16;0,769230769
7;7;1;2019;I38S1C1J1V1;7;0;51;14;1
9;8;1;2020;I38S1C1J1V1;8;1;46;12;0,888888889
;;0;2016;I38S1C20J1V1;0;18;0;93;
;;0;2017;I38S1C20J1V1;0;11;0;87;
11;10;1;2018;I38S1C20J1V1;0;11;0;72;0,909090909
7;7;1;2019;I38S1C20J1V1;0;7;0;48;1
11;11;1;2020;I38S1C20J1V2;0;11;0;30;1
;;0;2016;I38S1C23J1V1;5;11;24;53;
;;0;2017;I38S1C23J1V1;4;25;24;73;
30;22;1;2018;I38S1C23J1V1;8;22;32;81;0,733333333
25;23;1;2019;I38S1C23J1V1;6;19;28;79;0,92
19;18;1;2020;I38S1C23J1V1;3;16;24;82;0,947368421
;;0;2016;I38S1C28J1V1;6;0;33;2;
;;0;2017;I38S1C28J1V1;6;0;33;2;
3;2;1;2018;I38S1C28J1V1;3;0;32;1;0,666666667
5;4;1;2019;I38S1C28J1V1;5;0;30;0;0,8
;;0;2016;I38S1C29J1V1;7;0;18;2;
;;0;2017;I38S1C29J1V1;6;0;20;2;
7;4;1;2018;I38S1C29J1V1;7;0;21;0;0,571428571
3;1;1;2019;I38S1C29J1V1;3;0;22;0;0,333333333
16;11;1;2020;I38S1C29J1V2;15;1;20;1;0,6875
;;0;2016;I38S1C30J1V1;9;2;9;2;
;;0;2016;I38S1C34J1V1;2;2;2;3;
;;0;2017;I38S1C34J1V1;4;2;6;3;
6;4;1;2018;I38S1C34J1V1;2;4;12;8;0,666666667
31;25;1;2019;I38S1C34J1V1;21;10;28;19;0,806451613
19;15;1;2020;I38S1C34J1V1;12;7;35;27;0,789473684
;;0;2016;I38S1C36J1V1;23;48;94;262;
;;0;2017;I38S1C36J1V1;19;60;97;283;
59;49;1;2019;I38S1C36J1V1;17;42;97;288;0,830508475
58;49;1;2020;I38S1C36J1V1;8;50;88;272;0,844827586
;;0;2016;I38S1C37J1V1;17;0;113;2;
;;0;2017;I38S1C37J1V1;36;1;150;3;
42;30;1;2018;I38S1C37J1V1;41;1;163;3;0,714285714
28;19;1;2019;I38S1C37J1V1;28;0;147;1;0,678571429
24;22;1;2020;I38S1C37J1V1;21;3;116;5;0,916666667
;;0;2016;I38S1C41J1V1;28;10;128;41;
;;0;2017;I38S1C41J1V1;4;6;109;41;
14;11;1;2018;I38S1C41J1V1;11;3;98;35;0,785714286
21;20;1;2019;I38S1C41J1V1;13;8;87;29;0,952380952
13;13;1;2020;I38S1C41J1V1;10;3;70;26;1
;;0;2016;I38S1C4J1V1;15;14;66;43;
;;0;2017;I38S1C4J1V1;11;9;62;43;
16;11;1;2018;I38S1C4J1V1;11;5;59;41;0,6875
19;16;1;2019;I38S1C4J1V1;12;7;63;40;0,842105263
25;20;1;2020;I38S1C4J1V1;16;9;58;42;0,8
12;6;1;2016;I390S1C100J2V1;2;10;2;10;0,5
15;15;1;2018;I390S1C113J2V1;3;12;3;12;1
35;14;1;2016;I390S1C12J2V1;32;3;56;3;0,4
;;0;2017;I390S1C12J2V1;21;0;54;1;
59;33;1;2016;I390S1C15J1V1;13;46;25;118;0,559322034
42;24;1;2017;I390S1C15J1V1;9;33;26;94;0,571428571
19;9;1;2018;I390S1C15J1V1;2;17;16;44;0,473684211
69;65;1;2016;I390S1C15J2V1;8;61;25;112;0,942028986
65;29;1;2017;I390S1C15J2V1;21;44;45;131;0,446153846
39;24;1;2018;I390S1C15J2V1;10;29;23;75;0,615384615
14;4;1;2016;I390S1C16J1V1;7;7;12;15;0,285714286
;;0;2017;I390S1C16J1V1;5;8;8;15;
30;18;1;2016;I390S1C16J2V1;19;11;40;43;0,6
;;0;2017;I390S1C16J2V1;20;14;44;38;
14;5;1;2016;I390S1C18J1V1;7;7;12;15;0,357142857
;;0;2017;I390S1C18J1V1;6;8;8;14;
28;18;1;2016;I390S1C18J2V1;18;10;39;43;0,642857143
;;0;2017;I390S1C18J2V1;21;14;44;39;
15;8;1;2016;I390S1C1J1V1;11;4;33;6;0,533333333
;;0;2017;I390S1C1J1V1;1;0;12;3;
26;22;1;2016;I390S1C1J2V1;22;4;79;14;0,846153846
28;13;1;2017;I390S1C1J2V1;23;5;78;16;0,464285714
9;2;1;2016;I390S1C29J1V1;6;3;16;15;0,222222222
13;8;1;2016;I390S1C29J2V1;12;1;22;10;0,615384615
;;0;2018;I390S1C35J1V1;1;0;1;0;
20;20;1;2016;I390S1C35J2V1;10;10;28;35;1
22;8;1;2017;I390S1C35J2V1;5;17;25;47;0,363636364
15;5;1;2018;I390S1C35J2V1;8;7;17;32;0,333333333
29;17;1;2016;I390S1C39J1V1;12;17;30;42;0,586206897
27;13;1;2017;I390S1C39J1V1;13;14;25;32;0,481481481
58;43;1;2016;I390S1C39J2V1;40;18;65;54;0,74137931
53;29;1;2017;I390S1C39J2V1;25;28;65;66;0,547169811
26;21;1;2018;I390S1C39J2V1;15;11;50;32;0,807692308
7;4;1;2016;I390S1C3J1V1;7;0;21;2;0,571428571
19;12;1;2016;I390S1C3J2V1;18;1;64;5;0,631578947
17;7;1;2017;I390S1C3J2V1;16;1;54;6;0,411764706
16;7;1;2018;I390S1C3J2V1;14;2;37;3;0,4375
19;7;1;2017;I390S1C41J1V1;17;2;18;2;0,368421053
52;32;1;2016;I390S1C41J2V1;52;0;100;2;0,615384615
30;14;1;2017;I390S1C41J2V1;30;0;96;2;0,466666667
12;5;1;2018;I390S1C41J2V1;9;3;57;3;0,416666667
46;11;1;2018;I390S1C46J2V2;23;23;60;53;0,239130435
55;23;1;2016;I390S1C51J2V1;51;4;108;6;0,418181818
44;13;1;2017;I390S1C51J2V1;39;5;91;11;0,295454545
24;14;1;2016;I390S1C52J1V1;0;24;0;59;0,583333333
23;23;1;2016;I390S1C52J2V1;0;23;0;74;1
13;8;1;2016;I390S1C54J1V1;2;11;3;25;0,615384615
14;6;1;2016;I390S1C54J2V1;1;13;4;42;0,428571429
26;14;1;2017;I390S1C54J2V1;8;18;11;36;0,538461538
11;4;1;2016;I390S1C57J1V1;2;9;8;36;0,363636364
25;25;1;2016;I390S1C57J2V1;5;20;18;72;1
12;8;1;2016;I390S1C67J1V1;3;9;5;22;0,666666667
19;15;1;2016;I390S1C68J1V1;4;15;11;26;0,789473684
18;7;1;2016;I390S1C68J2V1;10;8;16;29;0,388888889
14;5;1;2016;I390S1C6J1V1;11;3;26;26;0,357142857
20;17;1;2016;I390S1C6J2V1;12;8;44;28;0,85
22;19;1;2016;I390S1C73J2V1;17;5;49;19;0,863636364
19;13;1;2017;I390S1C73J2V1;11;8;46;22;0,684210526
17;1;1;2018;I390S1C73J2V1;16;1;37;10;0,058823529
19;15;1;2016;I390S1C84J1V1;7;12;13;45;0,789473684
43;38;1;2016;I390S1C84J2V1;12;31;38;104;0,88372093
32;17;1;2017;I390S1C84J2V1;11;21;35;82;0,53125
22;15;1;2020;I398S1C110J1V1;;22;2;43;0,681818182
32;26;1;2017;I398S1C110J1V1;1;31;1;90;0,8125
35;31;1;2018;I398S1C110J1V1;1;34;2;97;0,885714286
28;23;1;2019;I398S1C110J1V1;2;26;3;80;0,821428571
38;37;1;2016;I398S1C110J1V1;1;37;2;100;0,973684211
15;10;1;2020;I398S1C110J2V1;;15;;17;0,666666667
20;16;1;2017;I398S1C110J2V1;1;19;1;28;0,8
18;14;1;2018;I398S1C110J2V1;2;16;4;40;0,777777778
17;9;1;2016;I398S1C110J2V1;0;17;2;43;0,529411765
16;12;1;2018;I398S1C111J2V1;8;8;13;12;0,75
;;0;2019;I398S1C111J2V1;5;6;12;13;
16;8;1;2016;I398S1C111J2V1;9;7;23;17;0,5
;;0;2020;I398S1C121J1V1;3;8;3;8;
17;8;1;2020;I398S1C121J1V1;3;14;3;14;0,470588235
23;16;1;2017;I398S1C121J1V1;4;19;6;27;0,695652174
23;17;1;2018;I398S1C121J1V1;2;21;6;41;0,739130435
;;0;2019;I398S1C121J1V1;1;23;4;29;
18;9;1;2016;I398S1C121J1V1;3;15;4;25;0,5
;;0;2018;I398S1C121J2V1;0;1;2;12;
;;0;2019;I398S1C121J2V1;2;10;4;14;
17;16;1;2016;I398S1C121J2V1;6;11;15;52;0,941176471
11;7;1;2017;I398S1C133J1V1;0;11;1;37;0,636363636
21;18;1;2018;I398S1C133J1V1;1;20;1;35;0,857142857
18;8;1;2016;I398S1C133J1V1;0;18;2;47;0,444444444
59;46;1;2020;I398S1C134J1V1;;59;;93;0,779661017
67;51;1;2017;I398S1C134J1V1;0;67;0;148;0,76119403
94;74;1;2018;I398S1C134J1V1;0;94;1;198;0,787234043
38;34;1;2019;I398S1C134J1V1;;38;;159;0,894736842
77;45;1;2016;I398S1C134J1V1;0;77;0;192;0,584415584
23;13;1;2020;I398S1C134J2V1;;23;;23;0,565217391
20;8;1;2017;I398S1C134J2V1;0;20;2;60;0,4
17;15;1;2018;I398S1C134J2V1;0;17;0;46;0,882352941
22;17;1;2019;I398S1C134J2V1;;22;;43;0,772727273
35;20;1;2016;I398S1C134J2V1;0;35;2;73;0,571428571
11;9;1;2018;I398S1C141J2V1;8;3;11;6;0,818181818
22;9;1;2016;I398S1C141J2V1;10;12;10;12;0,409090909
22;12;1;2020;I398S1C152J1V1;4;18;4;18;0,545454545
16;12;1;2020;I398S1C152J2V1;6;10;6;10;0,75
73;59;1;2016;I39S2C10J1V1;46;27;202;176;0,808219178
82;60;1;2017;I39S2C10J1V1;45;37;188;162;0,731707317
65;57;1;2018;I39S2C10J1V1;33;32;168;153;0,876923077
75;59;1;2019;I39S2C10J1V1;43;32;179;157;0,786666667
86;79;1;2020;I39S2C10J1V1;48;38;188;161;0,918604651
101;90;1;2016;I39S2C145J1V1;2;99;16;362;0,891089109
87;84;1;2017;I39S2C145J1V1;9;78;24;420;0,965517241
99;91;1;2018;I39S2C145J1V1;3;96;20;489;0,919191919
99;95;1;2019;I39S2C145J1V1;5;94;22;511;0,95959596
105;102;1;2020;I39S2C145J1V1;3;102;22;534;0,971428571
32;27;1;2016;I39S2C155J1V1;26;6;102;24;0,84375
20;10;1;2017;I39S2C155J1V1;14;6;101;28;0,5
21;16;1;2018;I39S2C155J1V1;17;4;92;25;0,761904762
25;19;1;2019;I39S2C155J1V1;17;8;94;29;0,76
25;21;1;2020;I39S2C155J1V1;22;3;88;25;0,84
52;48;1;2016;I39S2C15J1V1,I39S2C15J1V2;18;34;90;143;0,923076923
37;33;1;2017;I39S2C15J1V2;12;25;71;133;0,891891892
45;39;1;2018;I39S2C15J1V2;18;27;66;127;0,866666667
57;49;1;2019;I39S2C15J1V2;25;32;73;127;0,859649123
43;34;1;2020;I39S2C15J1V2;23;20;80;116;0,790697674
16;14;1;2016;I39S2C166J1V1;11;5;23;13;0,875
26;21;1;2020;I39S2C167J5V1;5;21;5;21;0,807692308
118;114;1;2016;I39S2C16J1V1;34;84;184;572;0,966101695
103;99;1;2017;I39S2C16J1V1;27;76;183;547;0,961165049
150;140;1;2018;I39S2C16J1V1;30;120;184;570;0,933333333
147;133;1;2019;I39S2C16J1V1;29;118;179;584;0,904761905
159;150;1;2020;I39S2C16J1V1;44;115;187;620;0,943396226
26;25;1;2016;I39S2C170J1V1;21;5;21;5;0,961538462
26;17;1;2017;I39S2C170J1V1;18;8;43;13;0,653846154
24;19;1;2018;I39S2C170J1V1;14;10;53;19;0,791666667
27;20;1;2019;I39S2C170J1V1;22;5;66;22;0,740740741
23;15;1;2020;I39S2C170J1V1;10;13;66;35;0,652173913
70;57;1;2016;I39S2C17J1V1;21;49;77;176;0,814285714
79;64;1;2017;I39S2C17J1V1;26;53;89;200;0,810126582
95;80;1;2018;I39S2C17J1V1;36;59;111;225;0,842105263
116;95;1;2019;I39S2C17J1V1;29;87;117;274;0,818965517
107;101;1;2020;I39S2C17J1V1;25;82;132;307;0,943925234
;;0;2018;I39S2C180J2V1;3;18;11;31;
125;113;1;2016;I39S2C18J1V1;55;70;374;538;0,904
112;96;1;2017;I39S2C18J1V1;49;63;361;521;0,857142857
122;113;1;2018;I39S2C18J1V1;49;73;345;517;0,926229508
119;105;1;2019;I39S2C18J1V1;36;83;326;521;0,882352941
122;116;1;2020;I39S2C18J1V1;36;86;308;527;0,950819672
98;79;1;2017;I39S2C1J1V1;64;34;246;134;0,806122449
104;90;1;2018;I39S2C1J1V1;65;39;260;135;0,865384615
96;88;1;2019;I39S2C1J1V1;69;27;282;135;0,916666667
57;51;1;2020;I39S2C1J1V1;39;18;266;132;0,894736842
92;79;1;2016;I39S2C1J1V1,I39S2C1J1V2;61;31;229;132;0,858695652
34;25;1;2016;I39S2C20J1V1;5;29;30;120;0,735294118
114;109;1;2016;I39S2C21J1V1,I39S2C21J1V2;1;113;9;481;0,956140351
63;55;1;2017;I39S2C21J1V2;1;62;6;427;0,873015873
92;84;1;2018;I39S2C21J1V2;2;90;9;411;0,913043478
103;95;1;2019;I39S2C21J1V2;5;98;10;390;0,922330097
77;61;1;2016;I39S2C26J1V1;13;64;45;306;0,792207792
94;79;1;2017;I39S2C26J1V1;17;77;49;296;0,840425532
97;88;1;2018;I39S2C26J1V1;16;81;50;320;0,907216495
76;66;1;2019;I39S2C26J1V1;17;59;62;320;0,868421053
82;67;1;2020;I39S2C26J1V1;14;68;64;333;0,817073171
58;51;1;2016;I39S2C28J1V1;25;33;87;130;0,879310345
68;66;1;2017;I39S2C28J1V1;23;45;97;156;0,970588235
96;89;1;2018;I39S2C28J1V1;40;56;126;184;0,927083333
112;108;1;2019;I39S2C28J1V1;42;70;149;232;0,964285714
130;126;1;2020;I39S2C28J1V1;59;71;193;277;0,969230769
144;135;1;2016;I39S2C2J1V1;54;90;270;445;0,9375
132;124;1;2017;I39S2C2J1V1;58;74;288;444;0,939393939
158;146;1;2018;I39S2C2J1V1;66;92;292;455;0,924050633
171;160;1;2019;I39S2C2J1V1;70;101;291;460;0,935672515
176;167;1;2020;I39S2C2J1V1;58;118;292;517;0,948863636
30;18;1;2019;I39S2C2J2V1;10;20;10;20;0,6
26;22;1;2020;I39S2C2J2V1;7;19;13;31;0,846153846
79;72;1;2016;I39S2C39J1V1;10;69;60;387;0,911392405
77;64;1;2017;I39S2C39J1V1;11;66;56;370;0,831168831
83;67;1;2018;I39S2C39J1V1;10;73;52;362;0,807228916
54;48;1;2019;I39S2C39J1V1;11;43;44;300;0,888888889
51;45;1;2020;I39S2C39J1V1;4;47;40;277;0,882352941
136;118;1;2016;I39S2C3J1V1;57;79;294;299;0,867647059
161;135;1;2017;I39S2C3J1V1;75;86;306;329;0,838509317
183;152;1;2018;I39S2C3J1V1;96;87;345;360;0,830601093
185;161;1;2019;I39S2C3J1V1;74;111;341;402;0,87027027
183;166;1;2020;I39S2C3J1V1;80;103;361;428;0,907103825
61;55;1;2016;I39S2C42J1V1;36;25;151;110;0,901639344
77;54;1;2017;I39S2C42J1V1;44;33;162;123;0,701298701
79;54;1;2018;I39S2C42J1V1;51;28;183;126;0,683544304
83;67;1;2019;I39S2C42J1V1;48;35;196;135;0,807228916
84;64;1;2020;I39S2C42J1V1;56;28;212;136;0,761904762
78;67;1;2016;I39S2C45J1V1,I39S2C45J1V2;55;23;205;75;0,858974359
61;54;1;2017;I39S2C45J1V2;45;16;207;78;0,885245902
56;48;1;2018;I39S2C45J1V2;44;12;202;77;0,857142857
65;52;1;2019;I39S2C45J1V2;48;17;215;74;0,8
62;54;1;2020;I39S2C45J1V2;49;13;222;78;0,870967742
71;53;1;2016;I39S2C46J1V1;55;16;325;99;0,746478873
;;0;2017;I39S2C46J1V1;33;15;237;79;
;;0;2018;I39S2C46J1V1;35;18;194;74;
40;36;1;2019;I39S2C46J1V1;29;11;178;63;0,9
31;28;1;2020;I39S2C46J1V1;22;9;155;59;0,903225806
29;20;1;2016;I39S2C53J1V1,I39S2C53J1V2;25;4;143;29;0,689655172
40;29;1;2017;I39S2C53J1V2;27;13;138;37;0,725
44;37;1;2018;I39S2C53J1V2;33;11;146;45;0,840909091
24;19;1;2019;I39S2C53J1V2;16;8;134;39;0,791666667
33;30;1;2020;I39S2C53J1V2;24;9;133;40;0,909090909
52;43;1;2016;I39S2C55J1V1;29;23;93;68;0,826923077
37;25;1;2017;I39S2C55J1V1;21;16;94;66;0,675675676
62;51;1;2018;I39S2C55J1V1;42;20;113;74;0,822580645
86;75;1;2019;I39S2C55J1V1;50;36;138;93;0,872093023
68;64;1;2020;I39S2C55J1V1;41;27;151;101;0,941176471
90;83;1;2016;I39S2C56J1V1;22;68;95;391;0,922222222
95;87;1;2017;I39S2C56J1V1;19;76;94;384;0,915789474
130;118;1;2018;I39S2C56J1V1;28;102;107;409;0,907692308
138;129;1;2019;I39S2C56J1V1;29;109;117;452;0,934782609
140;130;1;2020;I39S2C56J1V1;19;121;127;511;0,928571429
38;32;1;2016;I39S2C5J1V1;0;38;0;106;0,842105263
46;43;1;2016;I39S2C6J1V1;12;34;48;127;0,934782609
70;59;1;2017;I39S2C6J1V1;24;46;66;140;0,842857143
64;55;1;2018;I39S2C6J1V1;14;50;69;160;0,859375
59;52;1;2019;I39S2C6J1V1;22;37;75;166;0,881355932
61;57;1;2020;I39S2C6J1V1;15;46;68;181;0,93442623
7;3;1;2018;I39S2C71J1V1;6;1;6;1;0,428571429
3;1;1;2019;I39S2C71J1V1;3;0;6;0;0,333333333
128;93;1;2016;I39S2C77J1V1;47;81;65;147;0,7265625
126;85;1;2017;I39S2C77J1V1;46;80;76;150;0,674603175
165;85;1;2018;I39S2C77J1V1;64;101;91;169;0,515151515
185;92;1;2019;I39S2C77J1V1;59;126;80;193;0,497297297
189;83;1;2020;I39S2C77J1V1;66;123;87;180;0,439153439
85;82;1;2016;I39S2C8J1V1;37;48;291;288;0,964705882
89;87;1;2017;I39S2C8J1V1;35;54;286;302;0,97752809
113;112;1;2018;I39S2C8J1V1;39;74;287;350;0,991150442
102;100;1;2019;I39S2C8J1V1;49;53;303;346;0,980392157
105;101;1;2020;I39S2C8J1V1;43;62;301;372;0,961904762
27;20;1;2016;I39S2C92J1V1;18;9;66;31;0,740740741
117;111;1;2016;I39S2C9J1V1;54;63;249;388;0,948717949
113;103;1;2017;I39S2C9J1V1;48;65;255;385;0,911504425
118;112;1;2018;I39S2C9J1V1;53;65;261;392;0,949152542
132;124;1;2019;I39S2C9J1V1;49;83;277;391;0,939393939
148;138;1;2020;I39S2C9J1V1;64;84;300;409;0,932432432
105;81;1;2016;I39S6C10J1V1;50;55;295;262;0,771428571
97;81;1;2017;I39S6C10J1V1;56;41;282;241;0,835051546
111;87;1;2018;I39S6C10J1V1;52;59;273;258;0,783783784
109;85;1;2019;I39S6C10J1V1;50;59;261;259;0,779816514
73;59;1;2020;I39S6C10J1V1;34;39;249;230;0,808219178
104;89;1;2016;I39S6C123J1V1;76;28;216;119;0,855769231
111;84;1;2017;I39S6C123J1V1;68;43;224;141;0,756756757
117;85;1;2018;I39S6C123J1V1;63;54;239;168;0,726495726
104;87;1;2019;I39S6C123J1V1;68;36;238;151;0,836538462
;;0;2020;I39S6C123J1V1;61;18;246;125;
117;110;1;2016;I39S6C145J1V1;5;112;24;410;0,94017094
84;82;1;2017;I39S6C145J1V1;6;78;29;465;0,976190476
99;96;1;2018;I39S6C145J1V1;3;96;27;531;0,96969697
110;107;1;2019;I39S6C145J1V1;7;103;31;572;0,972727273
120;110;1;2020;I39S6C145J1V1;4;116;31;612;0,916666667
36;31;1;2016;I39S6C155J1V1;24;12;71;36;0,861111111
28;23;1;2017;I39S6C155J1V1;23;5;84;34;0,821428571
28;21;1;2018;I39S6C155J1V1;20;8;87;40;0,75
25;20;1;2019;I39S6C155J1V1;18;7;87;40;0,8
18;14;1;2020;I39S6C155J1V1;15;3;87;26;0,777777778
29;23;1;2016;I39S6C15J1V1,I39S6C15J1V2;8;21;56;103;0,793103448
12;6;1;2017;I39S6C15J1V2;5;7;41;79;0,5
42;30;1;2018;I39S6C15J1V2;9;33;37;86;0,714285714
24;20;1;2019;I39S6C15J1V2;11;13;32;72;0,833333333
13;8;1;2020;I39S6C15J1V2;5;8;30;62;0,615384615
20;13;1;2016;I39S6C166J1V1;13;7;19;17;0,65
168;157;1;2016;I39S6C16J1V1;26;142;130;642;0,93452381
121;115;1;2017;I39S6C16J1V1;26;95;137;635;0,950413223
150;135;1;2018;I39S6C16J1V1;26;124;135;661;0,9
136;120;1;2019;I39S6C16J1V1;20;116;132;655;0,882352941
159;145;1;2020;I39S6C16J1V1;18;141;127;660;0,911949686
28;21;1;2016;I39S6C170J1V1;14;14;14;14;0,75
49;40;1;2017;I39S6C170J1V1;31;18;43;27;0,816326531
37;28;1;2018;I39S6C170J1V1;23;14;58;39;0,756756757
24;20;1;2019;I39S6C170J1V1;15;9;63;40;0,833333333
23;18;1;2020;I39S6C170J1V1;14;9;71;42;0,782608696
26;8;1;2017;I39S6C180J2V3;18;8;18;8;0,307692308
29;12;1;2018;I39S6C180J2V3;13;16;28;30;0,413793103
15;10;1;2019;I39S6C180J2V3;8;7;28;24;0,666666667
145;128;1;2016;I39S6C18J1V1;54;91;388;653;0,882758621
162;153;1;2017;I39S6C18J1V1;63;99;399;680;0,944444444
163;143;1;2018;I39S6C18J1V1;56;107;399;686;0,877300613
179;160;1;2019;I39S6C18J1V1;57;122;383;693;0,893854749
159;140;1;2020;I39S6C18J1V1;45;114;344;639;0,880503145
93;84;1;2017;I39S6C1J1V1;58;35;238;161;0,903225806
75;64;1;2018;I39S6C1J1V1;41;34;225;158;0,853333333
89;78;1;2019;I39S6C1J1V1;55;34;237;144;0,876404494
41;36;1;2020;I39S6C1J1V1;27;14;209;139;0,87804878
105;85;1;2016;I39S6C1J1V1,I39S6C1J1V2;66;39;254;164;0,80952381
22;18;1;2016;I39S6C20J1V1;4;18;24;75;0,818181818
10;8;1;2017;I39S6C20J1V1;2;8;19;65;0,8
16;11;1;2018;I39S6C20J1V1;5;11;12;58;0,6875
26;21;1;2019;I39S6C20J1V1;3;23;10;63;0,807692308
58;50;1;2016;I39S6C21J1V1;2;56;3;255;0,862068966
47;39;1;2017;I39S6C21J1V1;4;43;7;255;0,829787234
52;48;1;2018;I39S6C21J1V1;1;51;4;227;0,923076923
32;28;1;2019;I39S6C21J1V1;0;32;4;191;0,875
13;11;1;2020;I39S6C21J1V1;3;10;5;150;0,846153846
135;110;1;2016;I39S6C26J1V1;14;121;54;512;0,814814815
104;96;1;2017;I39S6C26J1V1;14;90;56;495;0,923076923
119;88;1;2018;I39S6C26J1V1;25;94;67;515;0,739495798
87;69;1;2019;I39S6C26J1V1;13;74;68;456;0,793103448
69;53;1;2020;I39S6C26J1V1;15;54;67;415;0,768115942
62;54;1;2016;I39S6C28J1V1;23;39;103;137;0,870967742
64;54;1;2017;I39S6C28J1V1;31;33;120;148;0,84375
86;77;1;2018;I39S6C28J1V1;34;52;133;176;0,895348837
108;100;1;2019;I39S6C28J1V1;54;54;163;207;0,925925926
109;99;1;2020;I39S6C28J1V1;44;65;189;239;0,908256881
45;30;1;2016;I39S6C29J1V1;44;1;119;7;0,666666667
37;28;1;2017;I39S6C29J1V1;33;4;122;7;0,756756757
36;28;1;2018;I39S6C29J1V1;33;3;121;9;0,777777778
65;55;1;2019;I39S6C29J1V1;60;5;157;13;0,846153846
52;41;1;2020;I39S6C29J1V1;50;2;175;12;0,788461538
134;115;1;2016;I39S6C2J1V1;41;93;146;309;0,858208955
133;114;1;2017;I39S6C2J1V1;45;88;173;348;0,857142857
160;141;1;2018;I39S6C2J1V1;61;99;209;401;0,88125
178;156;1;2019;I39S6C2J1V1;63;115;246;461;0,876404494
168;136;1;2020;I39S6C2J1V1;63;105;274;480;0,80952381
36;20;1;2019;I39S6C2J2V1;7;29;7;29;0,555555556
60;51;1;2020;I39S6C2J2V1;14;46;21;68;0,85
74;64;1;2016;I39S6C39J1V1;13;61;52;359;0,864864865
64;52;1;2017;I39S6C39J1V1;9;55;48;338;0,8125
75;61;1;2018;I39S6C39J1V1;5;70;42;341;0,813333333
52;41;1;2019;I39S6C39J1V1;5;47;36;317;0,788461538
38;37;1;2020;I39S6C39J1V1;1;37;24;279;0,973684211
89;70;1;2016;I39S6C3J1V1;41;48;172;187;0,786516854
99;80;1;2017;I39S6C3J1V1;46;53;181;201;0,808080808
96;81;1;2018;I39S6C3J1V1;43;53;186;216;0,84375
79;66;1;2019;I39S6C3J1V1;33;46;171;210;0,835443038
81;64;1;2020;I39S6C3J1V1;36;45;162;212;0,790123457
42;23;1;2018;I39S6C3J2V1;22;20;22;20;0,547619048
59;19;1;2019;I39S6C3J2V1;28;31;36;46;0,322033898
55;35;1;2020;I39S6C3J2V1;30;25;51;49;0,636363636
24;15;1;2016;I39S6C41J1V1;15;9;37;37;0,625
21;13;1;2017;I39S6C41J1V1;8;13;34;40;0,619047619
29;18;1;2018;I39S6C41J1V1;12;17;39;49;0,620689655
35;29;1;2019;I39S6C41J1V1;16;19;41;56;0,828571429
40;35;1;2020;I39S6C41J1V1;15;25;51;64;0,875
67;40;1;2016;I39S6C42J1V1;40;27;140;97;0,597014925
38;26;1;2017;I39S6C42J1V1;18;20;118;92;0,684210526
52;39;1;2018;I39S6C42J1V1;30;22;123;92;0,75
47;38;1;2019;I39S6C42J1V1;29;18;129;87;0,808510638
47;40;1;2020;I39S6C42J1V1;25;22;132;91;0,85106383
50;35;1;2016;I39S6C45J1V2;29;21;176;97;0,7
50;40;1;2017;I39S6C45J1V2;32;18;193;92;0,8
52;46;1;2018;I39S6C45J1V2;38;14;183;87;0,884615385
40;37;1;2019;I39S6C45J1V2;24;16;169;75;0,925
47;36;1;2020;I39S6C45J1V2;32;15;153;66;0,765957447
75;48;1;2016;I39S6C46J1V1;52;23;268;105;0,64
35;29;1;2017;I39S6C46J1V1;22;13;200;88;0,828571429
48;42;1;2018;I39S6C46J1V1;35;13;194;78;0,875
29;25;1;2019;I39S6C46J1V1;24;5;152;66;0,862068966
24;21;1;2020;I39S6C46J1V1;19;5;128;52;0,875
33;26;1;2016;I39S6C53J1V1;26;7;95;25;0,787878788
24;19;1;2017;I39S6C53J1V1;18;6;93;25;0,791666667
14;10;1;2018;I39S6C53J1V1;11;3;82;25;0,714285714
26;22;1;2019;I39S6C53J1V1;21;5;87;23;0,846153846
18;18;1;2020;I39S6C53J1V1;15;3;82;21;1
83;70;1;2016;I39S6C56J1V1;17;66;64;290;0,843373494
68;61;1;2017;I39S6C56J1V1;9;59;61;300;0,897058824
96;87;1;2018;I39S6C56J1V1;15;81;63;318;0,90625
94;81;1;2019;I39S6C56J1V1;10;84;60;339;0,861702128
69;63;1;2020;I39S6C56J1V1;10;59;56;355;0,913043478
39;33;1;2016;I39S6C5J1V1;0;39;0;100;0,846153846
